ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-2+StopWordRemoval,FNS30965,30965.TXT,0.50461,0.04759,0.08698,5

ROUGE-SU4+StopWordRemoval,FNS30965,30965.TXT,0.57091,0.04295,0.07989,5

ROUGE-L+StopWordRemoval,FNS30966,30966.TXT,0.77270,0.23048,0.35506,3

ROUGE-1+StopWordRemoval,FNS30966,30966.TXT,0.77621,0.13540,0.23058,3

ROUGE-2+StopWordRemoval,FNS30966,30966.TXT,0.56540,0.09272,0.15932,3

ROUGE-SU4+StopWordRemoval,FNS30966,30966.TXT,0.61053,0.09134,0.15891,3

ROUGE-L+StopWordRemoval,FNS30967,30967.TXT,0.79341,0.14645,0.24726,3

ROUGE-1+StopWordRemoval,FNS30967,30967.TXT,0.69361,0.07914,0.14206,3

ROUGE-2+StopWordRemoval,FNS30967,30967.TXT,0.48730,0.04953,0.08992,3

ROUGE-SU4+StopWordRemoval,FNS30967,30967.TXT,0.52584,0.04748,0.08710,3

ROUGE-L+StopWordRemoval,FNS30968,30968.TXT,0.75690,0.13801,0.23345,3

ROUGE-1+StopWordRemoval,FNS30968,30968.TXT,0.81968,0.06487,0.12023,3

ROUGE-2+StopWordRemoval,FNS30968,30968.TXT,0.59884,0.03724,0.07012,3

ROUGE-SU4+StopWordRemoval,FNS30968,30968.TXT,0.66378,0.03383,0.06438,3

ROUGE-L+StopWordRemoval,FNS31938,31938.TXT,0.81886,0.14965,0.25305,3

ROUGE-1+StopWordRemoval,FNS31938,31938.TXT,0.79494,0.05882,0.10953,3

ROUGE-2+StopWordRemoval,FNS31938,31938.TXT,0.57309,0.03454,0.06515,3

ROUGE-SU4+StopWordRemoval,FNS31938,31938.TXT,0.63151,0.03104,0.05918,3

ROUGE-L+StopWordRemoval,FNS31817,31817.TXT,0.78627,0.13910,0.23639,4

ROUGE-1+StopWordRemoval,FNS31817,31817.TXT,0.80288,0.06149,0.11423,4

ROUGE-2+StopWordRemoval,FNS31817,31817.TXT,0.53206,0.03698,0.06915,4

ROUGE-SU4+StopWordRemoval,FNS31817,31817.TXT,0.62092,0.03453,0.06542,4

ROUGE-L+StopWordRemoval,FNS31939,31939.TXT,0.71529,0.29962,0.42233,3

ROUGE-1+StopWordRemoval,FNS31939,31939.TXT,0.70926,0.17493,0.28064,3

ROUGE-2+StopWordRemoval,FNS31939,31939.TXT,0.45490,0.09527,0.15755,3

ROUGE-SU4+StopWordRemoval,FNS31939,31939.TXT,0.53151,0.08530,0.14700,3

ROUGE-L+StopWordRemoval,FNS32553,32553.TXT,0.83063,0.16561,0.27616,4

ROUGE-1+StopWordRemoval,FNS32553,32553.TXT,0.78800,0.09072,0.16271,4

ROUGE-2+StopWordRemoval,FNS32553,32553.TXT,0.61239,0.05693,0.10417,4

ROUGE-SU4+StopWordRemoval,FNS32553,32553.TXT,0.64616,0.04821,0.08973,4

ROUGE-L+StopWordRemoval,FNS31101,31101.TXT,0.78899,0.16477,0.27261,3

ROUGE-1+StopWordRemoval,FNS31101,31101.TXT,0.83929,0.07954,0.14531,3

ROUGE-2+StopWordRemoval,FNS31101,31101.TXT,0.58482,0.05095,0.09374,3

ROUGE-SU4+StopWordRemoval,FNS31101,31101.TXT,0.64232,0.04737,0.08823,3

ROUGE-L+StopWordRemoval,FNS31224,31224.TXT,0.74399,0.13694,0.23130,4

ROUGE-1+StopWordRemoval,FNS31224,31224.TXT,0.76315,0.06149,0.11382,4

ROUGE-2+StopWordRemoval,FNS31224,31224.TXT,0.47748,0.03181,0.05965,4

ROUGE-SU4+StopWordRemoval,FNS31224,31224.TXT,0.55639,0.03000,0.05694,4

ROUGE-L+StopWordRemoval,FNS32555,32555.TXT,0.82633,0.14208,0.24247,3

ROUGE-1+StopWordRemoval,FNS32555,32555.TXT,0.68421,0.06578,0.12003,3

ROUGE-2+StopWordRemoval,FNS32555,32555.TXT,0.52974,0.04234,0.07842,3

ROUGE-SU4+StopWordRemoval,FNS32555,32555.TXT,0.55827,0.03635,0.06825,3

ROUGE-L+StopWordRemoval,FNS32556,32556.TXT,0.82932,0.16037,0.26876,3

ROUGE-1+StopWordRemoval,FNS32556,32556.TXT,0.85070,0.07223,0.13315,3

ROUGE-2+StopWordRemoval,FNS32556,32556.TXT,0.60689,0.04275,0.07987,3

ROUGE-SU4+StopWordRemoval,FNS32556,32556.TXT,0.67698,0.03829,0.07249,3

ROUGE-L+StopWordRemoval,FNS31105,31105.TXT,0.76002,0.20591,0.32403,3

ROUGE-1+StopWordRemoval,FNS31105,31105.TXT,0.83314,0.09111,0.16426,3

ROUGE-2+StopWordRemoval,FNS31105,31105.TXT,0.57559,0.05400,0.09873,3

ROUGE-SU4+StopWordRemoval,FNS31105,31105.TXT,0.65400,0.04954,0.09210,3

ROUGE-L+StopWordRemoval,FNS31589,31589.TXT,0.72504,0.11693,0.20138,6

ROUGE-1+StopWordRemoval,FNS31589,31589.TXT,0.66466,0.05764,0.10609,6

ROUGE-2+StopWordRemoval,FNS31589,31589.TXT,0.40544,0.03191,0.05916,6

ROUGE-SU4+StopWordRemoval,FNS31589,31589.TXT,0.48225,0.03169,0.05948,6

ROUGE-L+StopWordRemoval,FNS32557,32557.TXT,0.87179,0.17973,0.29802,4

ROUGE-1+StopWordRemoval,FNS32557,32557.TXT,0.88529,0.08619,0.15708,4

ROUGE-2+StopWordRemoval,FNS32557,32557.TXT,0.69620,0.05595,0.10357,4

ROUGE-SU4+StopWordRemoval,FNS32557,32557.TXT,0.74719,0.04917,0.09227,4

ROUGE-L+StopWordRemoval,FNS31469,31469.TXT,0.74699,0.20176,0.31771,4

ROUGE-1+StopWordRemoval,FNS31469,31469.TXT,0.75833,0.10394,0.18283,4

ROUGE-2+StopWordRemoval,FNS31469,31469.TXT,0.48143,0.05711,0.10211,4

ROUGE-SU4+StopWordRemoval,FNS31469,31469.TXT,0.56174,0.05451,0.09937,4

ROUGE-L+StopWordRemoval,FNS32437,32437.TXT,0.76056,0.01496,0.02934,3

ROUGE-1+StopWordRemoval,FNS32437,32437.TXT,0.69146,0.00348,0.00693,3

ROUGE-2+StopWordRemoval,FNS32437,32437.TXT,0.56962,0.00184,0.00367,3

ROUGE-SU4+StopWordRemoval,FNS32437,32437.TXT,0.66321,0.00160,0.00319,3

ROUGE-L+StopWordRemoval,FNS33083,33083.TXT,0.82782,0.16798,0.27929,3

ROUGE-1+StopWordRemoval,FNS33083,33083.TXT,0.76052,0.07291,0.13306,3

ROUGE-2+StopWordRemoval,FNS33083,33083.TXT,0.55952,0.04277,0.07947,3

ROUGE-SU4+StopWordRemoval,FNS33083,33083.TXT,0.61435,0.03801,0.07159,3

ROUGE-L+StopWordRemoval,FNS32792,32792.TXT,0.73746,0.14625,0.24409,3

ROUGE-1+StopWordRemoval,FNS32792,32792.TXT,0.69167,0.07808,0.14032,3

ROUGE-2+StopWordRemoval,FNS32792,32792.TXT,0.47433,0.04721,0.08588,3

ROUGE-SU4+StopWordRemoval,FNS32792,32792.TXT,0.51746,0.04830,0.08835,3

ROUGE-L+StopWordRemoval,FNS31462,31462.TXT,0.77211,0.10709,0.18809,4

ROUGE-1+StopWordRemoval,FNS31462,31462.TXT,0.72102,0.04163,0.07872,4

ROUGE-2+StopWordRemoval,FNS31462,31462.TXT,0.49557,0.02382,0.04546,4

ROUGE-SU4+StopWordRemoval,FNS31462,31462.TXT,0.55724,0.02154,0.04148,4

ROUGE-L+StopWordRemoval,FNS31220,31220.TXT,0.81844,0.13006,0.22445,3

ROUGE-1+StopWordRemoval,FNS31220,31220.TXT,0.84320,0.04909,0.09278,3

ROUGE-2+StopWordRemoval,FNS31220,31220.TXT,0.63108,0.03120,0.05947,3

ROUGE-SU4+StopWordRemoval,FNS31220,31220.TXT,0.68275,0.02825,0.05425,3

ROUGE-L+StopWordRemoval,FNS30817,30817.TXT,0.79454,0.10393,0.18381,3

ROUGE-1+StopWordRemoval,FNS30817,30817.TXT,0.65038,0.04305,0.08076,3

ROUGE-2+StopWordRemoval,FNS30817,30817.TXT,0.47749,0.02820,0.05325,3

ROUGE-SU4+StopWordRemoval,FNS30817,30817.TXT,0.49546,0.02643,0.05019,3

ROUGE-L+StopWordRemoval,FNS30816,30816.TXT,0.68715,0.14070,0.23357,3

ROUGE-1+StopWordRemoval,FNS30816,30816.TXT,0.71043,0.06346,0.11651,3

ROUGE-2+StopWordRemoval,FNS30816,30816.TXT,0.40567,0.03459,0.06374,3

ROUGE-SU4+StopWordRemoval,FNS30816,30816.TXT,0.47026,0.03602,0.06692,3

ROUGE-L+StopWordRemoval,FNS30815,30815.TXT,0.75274,0.26047,0.38702,3

ROUGE-1+StopWordRemoval,FNS30815,30815.TXT,0.82698,0.15273,0.25784,3

ROUGE-2+StopWordRemoval,FNS30815,30815.TXT,0.53114,0.07773,0.13561,3

ROUGE-SU4+StopWordRemoval,FNS30815,30815.TXT,0.62227,0.07535,0.13443,3

ROUGE-L+StopWordRemoval,FNS33090,33090.TXT,0.75315,0.11602,0.20106,4

ROUGE-1+StopWordRemoval,FNS33090,33090.TXT,0.66952,0.05098,0.09474,4

ROUGE-2+StopWordRemoval,FNS33090,33090.TXT,0.38865,0.02650,0.04962,4

ROUGE-SU4+StopWordRemoval,FNS33090,33090.TXT,0.46379,0.02515,0.04772,4

ROUGE-L+StopWordRemoval,FNS30813,30813.TXT,0.78360,0.18202,0.29542,3

ROUGE-1+StopWordRemoval,FNS30813,30813.TXT,0.75126,0.09586,0.17003,3

ROUGE-2+StopWordRemoval,FNS30813,30813.TXT,0.55480,0.05713,0.10359,3

ROUGE-SU4+StopWordRemoval,FNS30813,30813.TXT,0.62040,0.05142,0.09497,3

ROUGE-L+StopWordRemoval,FNS31109,31109.TXT,0.82058,0.13511,0.23202,4

ROUGE-1+StopWordRemoval,FNS31109,31109.TXT,0.74504,0.05442,0.10143,4

ROUGE-2+StopWordRemoval,FNS31109,31109.TXT,0.56535,0.03376,0.06371,4

ROUGE-SU4+StopWordRemoval,FNS31109,31109.TXT,0.59891,0.03129,0.05947,4

ROUGE-L+StopWordRemoval,FNS30819,30819.TXT,0.83067,0.15659,0.26351,4

ROUGE-1+StopWordRemoval,FNS30819,30819.TXT,0.76906,0.07688,0.13979,4

ROUGE-2+StopWordRemoval,FNS30819,30819.TXT,0.56304,0.04754,0.08767,4

ROUGE-SU4+StopWordRemoval,FNS30819,30819.TXT,0.61299,0.04340,0.08106,4

ROUGE-L+StopWordRemoval,FNS31595,31595.TXT,0.77857,0.13456,0.22946,3

ROUGE-1+StopWordRemoval,FNS31595,31595.TXT,0.79295,0.06986,0.12841,3

ROUGE-2+StopWordRemoval,FNS31595,31595.TXT,0.56370,0.04138,0.07710,3

ROUGE-SU4+StopWordRemoval,FNS31595,31595.TXT,0.62892,0.03907,0.07357,3

ROUGE-L+StopWordRemoval,FNS31474,31474.TXT,0.84241,0.12986,0.22503,3

ROUGE-1+StopWordRemoval,FNS31474,31474.TXT,0.77664,0.05540,0.10343,3

ROUGE-2+StopWordRemoval,FNS31474,31474.TXT,0.61925,0.03564,0.06741,3

ROUGE-SU4+StopWordRemoval,FNS31474,31474.TXT,0.67489,0.03242,0.06186,3

ROUGE-L+StopWordRemoval,FNS32684,32684.TXT,0.72924,0.12563,0.21433,4

ROUGE-1+StopWordRemoval,FNS32684,32684.TXT,0.75117,0.05281,0.09869,4

ROUGE-2+StopWordRemoval,FNS32684,32684.TXT,0.49300,0.03090,0.05815,4

ROUGE-SU4+StopWordRemoval,FNS32684,32684.TXT,0.56052,0.02968,0.05637,4

ROUGE-L+StopWordRemoval,FNS31114,31114.TXT,0.78187,0.12590,0.21687,4

ROUGE-1+StopWordRemoval,FNS31114,31114.TXT,0.74904,0.05392,0.10060,4

ROUGE-2+StopWordRemoval,FNS31114,31114.TXT,0.51977,0.03197,0.06024,4

ROUGE-SU4+StopWordRemoval,FNS31114,31114.TXT,0.57882,0.03032,0.05761,4

ROUGE-L+StopWordRemoval,FNS31478,31478.TXT,0.75850,0.19793,0.31393,3

ROUGE-1+StopWordRemoval,FNS31478,31478.TXT,0.77093,0.10593,0.18627,3

ROUGE-2+StopWordRemoval,FNS31478,31478.TXT,0.55996,0.06618,0.11837,3

ROUGE-SU4+StopWordRemoval,FNS31478,31478.TXT,0.62761,0.06148,0.11198,3

ROUGE-L+StopWordRemoval,FNS32688,32688.TXT,0.76732,0.16984,0.27811,4

ROUGE-1+StopWordRemoval,FNS32688,32688.TXT,0.66727,0.08962,0.15802,4

ROUGE-2+StopWordRemoval,FNS32688,32688.TXT,0.44627,0.04677,0.08467,4

ROUGE-SU4+StopWordRemoval,FNS32688,32688.TXT,0.50615,0.04466,0.08207,4

ROUGE-L+StopWordRemoval,FNS31358,31358.TXT,0.79993,0.20431,0.32548,4

ROUGE-1+StopWordRemoval,FNS31358,31358.TXT,0.80077,0.09554,0.17071,4

ROUGE-2+StopWordRemoval,FNS31358,31358.TXT,0.57761,0.06093,0.11023,4

ROUGE-SU4+StopWordRemoval,FNS31358,31358.TXT,0.62861,0.05550,0.10200,4

ROUGE-L+StopWordRemoval,FNS30940,30940.TXT,0.79713,0.10786,0.19001,4

ROUGE-1+StopWordRemoval,FNS30940,30940.TXT,0.73165,0.03875,0.07361,4

ROUGE-2+StopWordRemoval,FNS30940,30940.TXT,0.52026,0.02299,0.04404,4

ROUGE-SU4+StopWordRemoval,FNS30940,30940.TXT,0.57810,0.02125,0.04100,4

ROUGE-L+StopWordRemoval,FNS30941,30941.TXT,0.76252,0.19507,0.31067,3

ROUGE-1+StopWordRemoval,FNS30941,30941.TXT,0.76950,0.10062,0.17796,3

ROUGE-2+StopWordRemoval,FNS30941,30941.TXT,0.49077,0.05664,0.10155,3

ROUGE-SU4+StopWordRemoval,FNS30941,30941.TXT,0.55455,0.05270,0.09625,3

ROUGE-L+StopWordRemoval,FNS30821,30821.TXT,0.83955,0.17317,0.28712,4

ROUGE-1+StopWordRemoval,FNS30821,30821.TXT,0.80632,0.08014,0.14579,4

ROUGE-2+StopWordRemoval,FNS30821,30821.TXT,0.57268,0.04755,0.08781,4

ROUGE-SU4+StopWordRemoval,FNS30821,30821.TXT,0.63829,0.04207,0.07894,4

ROUGE-L+StopWordRemoval,FNS30820,30820.TXT,0.76947,0.25138,0.37895,3

ROUGE-1+StopWordRemoval,FNS30820,30820.TXT,0.69200,0.14766,0.24339,3

ROUGE-2+StopWordRemoval,FNS30820,30820.TXT,0.56329,0.09519,0.16286,3

ROUGE-SU4+StopWordRemoval,FNS30820,30820.TXT,0.59643,0.09119,0.15820,3

ROUGE-L+StopWordRemoval,FNS33097,33097.TXT,0.70109,0.18435,0.29194,3

ROUGE-1+StopWordRemoval,FNS33097,33097.TXT,0.71714,0.15131,0.24990,3

ROUGE-2+StopWordRemoval,FNS33097,33097.TXT,0.45983,0.06004,0.10621,3

ROUGE-SU4+StopWordRemoval,FNS33097,33097.TXT,0.53079,0.07182,0.12653,3

ROUGE-L+StopWordRemoval,FNS33098,33098.TXT,0.80745,0.22469,0.35155,3

ROUGE-1+StopWordRemoval,FNS33098,33098.TXT,0.68104,0.13428,0.22434,3

ROUGE-2+StopWordRemoval,FNS33098,33098.TXT,0.45219,0.07933,0.13498,3

ROUGE-SU4+StopWordRemoval,FNS33098,33098.TXT,0.49976,0.07378,0.12858,3

ROUGE-L+StopWordRemoval,FNS32560,32560.TXT,0.85086,0.11834,0.20779,4

ROUGE-1+StopWordRemoval,FNS32560,32560.TXT,0.81114,0.04619,0.08741,4

ROUGE-2+StopWordRemoval,FNS32560,32560.TXT,0.60470,0.02815,0.05379,4

ROUGE-SU4+StopWordRemoval,FNS32560,32560.TXT,0.66037,0.02484,0.04789,4

ROUGE-L+StopWordRemoval,FNS32561,32561.TXT,0.81474,0.14924,0.25228,3

ROUGE-1+StopWordRemoval,FNS32561,32561.TXT,0.75786,0.06691,0.12296,3

ROUGE-2+StopWordRemoval,FNS32561,32561.TXT,0.56708,0.04004,0.07480,3

ROUGE-SU4+StopWordRemoval,FNS32561,32561.TXT,0.60975,0.03484,0.06592,3

ROUGE-L+StopWordRemoval,FNS32562,32562.TXT,0.82533,0.06350,0.11793,3

ROUGE-1+StopWordRemoval,FNS32562,32562.TXT,0.82141,0.02085,0.04067,3

ROUGE-2+StopWordRemoval,FNS32562,32562.TXT,0.59452,0.01194,0.02341,3

ROUGE-SU4+StopWordRemoval,FNS32562,32562.TXT,0.66537,0.01075,0.02115,3

ROUGE-L+StopWordRemoval,FNS30822,30822.TXT,0.80951,0.16531,0.27456,3

ROUGE-1+StopWordRemoval,FNS30822,30822.TXT,0.82006,0.08559,0.15501,3

ROUGE-2+StopWordRemoval,FNS30822,30822.TXT,0.54449,0.04738,0.08717,3

ROUGE-SU4+StopWordRemoval,FNS30822,30822.TXT,0.61943,0.04463,0.08326,3

ROUGE-L+StopWordRemoval,FNS30943,30943.TXT,0.79187,0.12755,0.21971,4

ROUGE-1+StopWordRemoval,FNS30943,30943.TXT,0.81010,0.05617,0.10505,4

ROUGE-2+StopWordRemoval,FNS30943,30943.TXT,0.54108,0.03081,0.05830,4

ROUGE-SU4+StopWordRemoval,FNS30943,30943.TXT,0.60676,0.02906,0.05546,4

ROUGE-L+StopWordRemoval,FNS31914,31914.TXT,0.76983,0.09986,0.17679,4

ROUGE-1+StopWordRemoval,FNS31914,31914.TXT,0.73016,0.03643,0.06940,4

ROUGE-2+StopWordRemoval,FNS31914,31914.TXT,0.52732,0.02210,0.04242,4

ROUGE-SU4+StopWordRemoval,FNS31914,31914.TXT,0.58307,0.02069,0.03996,4

ROUGE-L+StopWordRemoval,FNS30946,30946.TXT,0.77976,0.20501,0.32466,3

ROUGE-1+StopWordRemoval,FNS30946,30946.TXT,0.83753,0.09913,0.17727,3

ROUGE-2+StopWordRemoval,FNS30946,30946.TXT,0.59712,0.05735,0.10465,3

ROUGE-SU4+StopWordRemoval,FNS30946,30946.TXT,0.66378,0.05212,0.09666,3

ROUGE-L+StopWordRemoval,FNS30947,30947.TXT,0.80384,0.13645,0.23330,4

ROUGE-1+StopWordRemoval,FNS30947,30947.TXT,0.79188,0.05876,0.10941,4

ROUGE-2+StopWordRemoval,FNS30947,30947.TXT,0.49521,0.02962,0.05590,4

ROUGE-SU4+StopWordRemoval,FNS30947,30947.TXT,0.58692,0.02820,0.05381,4

ROUGE-L+StopWordRemoval,FNS30948,30948.TXT,0.76272,0.10227,0.18035,4

ROUGE-1+StopWordRemoval,FNS30948,30948.TXT,0.71552,0.03772,0.07166,4

ROUGE-2+StopWordRemoval,FNS30948,30948.TXT,0.51652,0.02224,0.04263,4

ROUGE-SU4+StopWordRemoval,FNS30948,30948.TXT,0.57068,0.02053,0.03964,4

ROUGE-L+StopWordRemoval,FNS32651,32651.TXT,0.65438,0.20912,0.31695,3

ROUGE-1+StopWordRemoval,FNS32651,32651.TXT,0.70508,0.12763,0.21614,3

ROUGE-2+StopWordRemoval,FNS32651,32651.TXT,0.48308,0.07472,0.12942,3

ROUGE-SU4+StopWordRemoval,FNS32651,32651.TXT,0.54754,0.07122,0.12604,3

ROUGE-L+StopWordRemoval,FNS32531,32531.TXT,0.87296,0.14990,0.25586,3

ROUGE-1+StopWordRemoval,FNS32531,32531.TXT,0.81005,0.07612,0.13916,3

ROUGE-2+StopWordRemoval,FNS32531,32531.TXT,0.64052,0.04856,0.09027,3

ROUGE-SU4+StopWordRemoval,FNS32531,32531.TXT,0.68800,0.04234,0.07976,3

ROUGE-L+StopWordRemoval,FNS32773,32773.TXT,0.75853,0.11528,0.20014,3

ROUGE-1+StopWordRemoval,FNS32773,32773.TXT,0.72980,0.04046,0.07666,3

ROUGE-2+StopWordRemoval,FNS32773,32773.TXT,0.47496,0.02188,0.04184,3

ROUGE-SU4+StopWordRemoval,FNS32773,32773.TXT,0.54104,0.02095,0.04034,3

ROUGE-L+StopWordRemoval,FNS31201,31201.TXT,0.83093,0.12870,0.22288,4

ROUGE-1+StopWordRemoval,FNS31201,31201.TXT,0.80110,0.05218,0.09797,4

ROUGE-2+StopWordRemoval,FNS31201,31201.TXT,0.60806,0.03280,0.06225,4

ROUGE-SU4+StopWordRemoval,FNS31201,31201.TXT,0.66424,0.02816,0.05404,4

ROUGE-L+StopWordRemoval,FNS31685,31685.TXT,0.76006,0.18163,0.29319,3

ROUGE-1+StopWordRemoval,FNS31685,31685.TXT,0.69286,0.07923,0.14220,3

ROUGE-2+StopWordRemoval,FNS31685,31685.TXT,0.47367,0.04750,0.08635,3

ROUGE-SU4+StopWordRemoval,FNS31685,31685.TXT,0.50433,0.04219,0.07786,3

ROUGE-L+StopWordRemoval,FNS31202,31202.TXT,0.81672,0.14225,0.24230,3

ROUGE-1+StopWordRemoval,FNS31202,31202.TXT,0.75843,0.06003,0.11125,3

ROUGE-2+StopWordRemoval,FNS31202,31202.TXT,0.50539,0.03722,0.06933,3

ROUGE-SU4+StopWordRemoval,FNS31202,31202.TXT,0.57637,0.03400,0.06421,3

ROUGE-L+StopWordRemoval,FNS31203,31203.TXT,0.80436,0.23648,0.36550,3

ROUGE-1+StopWordRemoval,FNS31203,31203.TXT,0.76979,0.11899,0.20611,3

ROUGE-2+StopWordRemoval,FNS31203,31203.TXT,0.56240,0.07010,0.12466,3

ROUGE-SU4+StopWordRemoval,FNS31203,31203.TXT,0.60627,0.06274,0.11371,3

ROUGE-L+StopWordRemoval,FNS31204,31204.TXT,0.76910,0.17303,0.28251,3

ROUGE-1+StopWordRemoval,FNS31204,31204.TXT,0.82235,0.08369,0.15192,3

ROUGE-2+StopWordRemoval,FNS31204,31204.TXT,0.53079,0.04684,0.08608,3

ROUGE-SU4+StopWordRemoval,FNS31204,31204.TXT,0.62229,0.04215,0.07895,3

ROUGE-L+StopWordRemoval,FNS32414,32414.TXT,0.79442,0.20624,0.32747,3

ROUGE-1+StopWordRemoval,FNS32414,32414.TXT,0.83519,0.11750,0.20602,3

ROUGE-2+StopWordRemoval,FNS32414,32414.TXT,0.59594,0.07187,0.12827,3

ROUGE-SU4+StopWordRemoval,FNS32414,32414.TXT,0.64745,0.06619,0.12011,3

ROUGE-L+StopWordRemoval,FNS31567,31567.TXT,0.75936,0.14237,0.23979,4

ROUGE-1+StopWordRemoval,FNS31567,31567.TXT,0.65452,0.05835,0.10714,4

ROUGE-2+StopWordRemoval,FNS31567,31567.TXT,0.44635,0.03392,0.06305,4

ROUGE-SU4+StopWordRemoval,FNS31567,31567.TXT,0.50978,0.03237,0.06088,4

ROUGE-L+StopWordRemoval,FNS32657,32657.TXT,0.80792,0.14506,0.24596,3

ROUGE-1+StopWordRemoval,FNS32657,32657.TXT,0.81897,0.05675,0.10614,3

ROUGE-2+StopWordRemoval,FNS32657,32657.TXT,0.58566,0.03376,0.06384,3

ROUGE-SU4+StopWordRemoval,FNS32657,32657.TXT,0.64512,0.02989,0.05713,3

ROUGE-L+StopWordRemoval,FNS31568,31568.TXT,0.78024,0.16902,0.27786,3

ROUGE-1+StopWordRemoval,FNS31568,31568.TXT,0.80524,0.08958,0.16122,3

ROUGE-2+StopWordRemoval,FNS31568,31568.TXT,0.55071,0.05306,0.09679,3

ROUGE-SU4+StopWordRemoval,FNS31568,31568.TXT,0.61796,0.05086,0.09399,3

ROUGE-L+StopWordRemoval,FNS32097,32097.TXT,0.82100,0.10860,0.19183,4

ROUGE-1+StopWordRemoval,FNS32097,32097.TXT,0.78799,0.03739,0.07139,4

ROUGE-2+StopWordRemoval,FNS32097,32097.TXT,0.53038,0.02024,0.03900,4

ROUGE-SU4+StopWordRemoval,FNS32097,32097.TXT,0.62049,0.01922,0.03728,4

ROUGE-L+StopWordRemoval,FNS32098,32098.TXT,0.76340,0.32268,0.45362,4

ROUGE-1+StopWordRemoval,FNS32098,32098.TXT,0.71113,0.22700,0.34415,4

ROUGE-2+StopWordRemoval,FNS32098,32098.TXT,0.48326,0.13445,0.21037,4

ROUGE-SU4+StopWordRemoval,FNS32098,32098.TXT,0.55521,0.13445,0.21648,4

ROUGE-L+StopWordRemoval,FNS31681,31681.TXT,0.81652,0.22780,0.35622,4

ROUGE-1+StopWordRemoval,FNS31681,31681.TXT,0.82375,0.11855,0.20728,4

ROUGE-2+StopWordRemoval,FNS31681,31681.TXT,0.59407,0.07229,0.12889,4

ROUGE-SU4+StopWordRemoval,FNS31681,31681.TXT,0.64805,0.06547,0.11892,4

ROUGE-L+StopWordRemoval,FNS32771,32771.TXT,0.81817,0.13382,0.23002,4

ROUGE-1+StopWordRemoval,FNS32771,32771.TXT,0.77659,0.05302,0.09926,4

ROUGE-2+StopWordRemoval,FNS32771,32771.TXT,0.57321,0.03273,0.06192,4

ROUGE-SU4+StopWordRemoval,FNS32771,32771.TXT,0.62479,0.03023,0.05767,4

ROUGE-L+StopWordRemoval,FNS31440,31440.TXT,0.79799,0.15180,0.25508,3

ROUGE-1+StopWordRemoval,FNS31440,31440.TXT,0.73811,0.08518,0.15274,3

ROUGE-2+StopWordRemoval,FNS31440,31440.TXT,0.50725,0.05111,0.09287,3

ROUGE-SU4+StopWordRemoval,FNS31440,31440.TXT,0.57953,0.04639,0.08591,3

ROUGE-L+StopWordRemoval,FNS33070,33070.TXT,0.76653,0.08631,0.15515,4

ROUGE-1+StopWordRemoval,FNS33070,33070.TXT,0.73692,0.03266,0.06254,4

ROUGE-2+StopWordRemoval,FNS33070,33070.TXT,0.53922,0.02126,0.04091,4

ROUGE-SU4+StopWordRemoval,FNS33070,33070.TXT,0.58547,0.02118,0.04089,4

ROUGE-L+StopWordRemoval,FNS32538,32538.TXT,0.75348,0.22304,0.34420,5

ROUGE-1+StopWordRemoval,FNS32538,32538.TXT,0.72136,0.15676,0.25755,5

ROUGE-2+StopWordRemoval,FNS32538,32538.TXT,0.51221,0.08335,0.14337,5

ROUGE-SU4+StopWordRemoval,FNS32538,32538.TXT,0.57103,0.08330,0.14540,5

ROUGE-L+StopWordRemoval,FNS31329,31329.TXT,0.83475,0.17709,0.29219,3

ROUGE-1+StopWordRemoval,FNS31329,31329.TXT,0.82856,0.07966,0.14535,3

ROUGE-2+StopWordRemoval,FNS31329,31329.TXT,0.59743,0.04800,0.08885,3

ROUGE-SU4+StopWordRemoval,FNS31329,31329.TXT,0.65877,0.04246,0.07977,3

ROUGE-L+StopWordRemoval,FNS30913,30913.TXT,0.78403,0.24654,0.37513,3

ROUGE-1+StopWordRemoval,FNS30913,30913.TXT,0.82584,0.13208,0.22774,3

ROUGE-2+StopWordRemoval,FNS30913,30913.TXT,0.62055,0.08218,0.14514,3

ROUGE-SU4+StopWordRemoval,FNS30913,30913.TXT,0.68464,0.07337,0.13253,3

ROUGE-L+StopWordRemoval,FNS31452,31452.TXT,0.78563,0.14272,0.24155,5

ROUGE-1+StopWordRemoval,FNS31452,31452.TXT,0.79817,0.06424,0.11890,5

ROUGE-2+StopWordRemoval,FNS31452,31452.TXT,0.62456,0.03911,0.07361,5

ROUGE-SU4+StopWordRemoval,FNS31452,31452.TXT,0.67551,0.03353,0.06389,5

ROUGE-L+StopWordRemoval,FNS31573,31573.TXT,0.72847,0.20637,0.32163,4

